Marque,MODEL,Type de Carburant,Transmission,Consommation Urbaine (L/100 km),Consommation Autoroute (L/100 km),Consommation Mixte (L/100 km),Emissions CO2 (g/km),Puissance Fiscale (CV),Puissance Moteur,Catégorie de Véhicule,Cylindrée (L),Cylindres,masse orde marche min,masse orde marche max
VOLKSWAGEN,GOLF SPORT PLUS TDI (150ch),GO,M 6,7.1,4.3,5.3,143,8,110.0,,,,,
VOLKSWAGEN,GOLF SPORT PLUS TDI (150ch),GO,M 6,7.1,4.3,5.3,143,8,110.0,,,,,
VOLKSWAGEN,GOLF SPORT PLUS TDI (150ch),GO,M 6,7.1,4.3,5.3,143,8,110.0,,,,,
VOLKSWAGEN,GOLF TDI (100ch),GO,M 5,6.8,4.4,5.3,143,6,74.0,,,,,
VOLKSWAGEN,GOLF TDI (100ch),GO,M 5,6.8,4.4,5.3,143,6,74.0,,,,,
VOLKSWAGEN,GOLF TDI (115ch),GO,M 6,7.0,4.4,5.3,143,7,85.0,,,,,
VOLKSWAGEN,GOLF TDI (115ch),GO,M 6,7.0,4.4,5.3,143,7,85.0,,,,,
VOLKSWAGEN,GOLF TDI (115ch),GO,M 6,7.0,4.4,5.3,143,7,85.0,,,,,
VOLKSWAGEN,GOLF TDI (115ch),GO,M 6,7.0,4.4,5.3,143,7,85.0,,,,,
VOLKSWAGEN,GOLF TDI (115ch),GO,M 6,7.0,4.4,5.3,143,7,85.0,,,,,
VOLKSWAGEN,GOLF TDI (115ch),GO,M 6,7.0,4.4,5.3,143,7,85.0,,,,,
VOLKSWAGEN,GOLF TDI (115ch),GO,M 6,7.0,4.4,5.3,143,7,85.0,,,,,
VOLKSWAGEN,GOLF TDI (115ch),GO,M 6,7.0,4.4,5.3,143,7,85.0,,,,,
VOLKSWAGEN,NEWBEETLE TDI (90ch),GO,M 5,6.9,4.4,5.3,143,5,66.0,,,,,
CITROEN,XSARA BREAK 2.0HDi,GO,M 5,7.5,4.3,5.5,144,5,66.0,,,,,
FORD,FIESTA 3P 1.8TDdi,GO,M 5,7.0,4.3,5.3,144,5,55.0,,,,,
FORD,FIESTA 5P 1.8TDdi,GO,M 5,7.0,4.3,5.3,144,5,55.0,,,,,
FORD,FOCUS 4P 1.8TDdi,GO,M 5,7.2,4.4,5.4,144,5,66.0,,,,,
FORD,FOCUS 4P 1.8TDdi,GO,M 5,7.2,4.4,5.4,144,7,85.0,,,,,
PEUGEOT,2063P 1.9D,GO,M 5,7.4,4.4,5.5,144,5,51.0,,,,,
PEUGEOT,2063P 2.0HDi SPORT,GO,M 5,6.9,4.4,5.3,144,5,66.0,,,,,
PEUGEOT,2065P 1.9D,GO,M 5,7.4,4.4,5.5,144,5,51.0,,,,,
RENAULT,LAGUNA 1.9dCi (100ch),GO,M 5,7.2,4.4,5.4,144,6,74.0,,,,,
FORD,FOCUS 4P 1.8TDdi,GO,M 5,7.3,4.5,5.5,145,5,66.0,,,,,
FORD,FOCUS 4P 1.8TDdi,GO,M 5,7.3,4.5,5.5,145,7,85.0,,,,,
FORD,FOCUS 5P 1.8TDdi,GO,M 5,7.2,4.5,5.5,145,5,66.0,,,,,
FORD,FOCUS 5P 1.8TDdi,GO,M 5,7.2,4.5,5.5,145,7,85.0,,,,,
FORD,FOCUS BREAK 1.8TDdi,GO,M 5,7.2,4.5,5.5,145,5,66.0,,,,,
FORD,FOCUS BREAK 1.8TDdi,GO,M 5,7.2,4.5,5.5,145,5,66.0,,,,,
FORD,FOCUS BREAK 1.8TDdi,GO,M 5,7.2,4.5,5.5,145,7,85.0,,,,,
FORD,FOCUS COUPE 1.8TDdi,GO,M 5,7.2,4.5,5.5,145,5,66.0,,,,,
FORD,FOCUS COUPE 1.8TDdi,GO,M 5,7.2,4.5,5.5,145,7,85.0,,,,,
RENAULT,MEGANE BERLINE 1.9dTi,GO,M 5,7.2,4.5,5.5,145,5,59.0,,,,,
RENAULT,MEGANE CLASSIC 1.9dTi,GO,M 5,7.2,4.5,5.5,145,5,59.0,,,,,
AUDI,A33P 1.9TDI (130ch) BV6,GO,M 6,7.1,4.5,5.4,146,7,96.0,,,,,
AUDI,A35P 1.9TDI (130ch) BV6,GO,M 6,7.1,4.5,5.4,146,7,96.0,,,,,
AUDI,A41.9TDI (101ch),GO,M 5,7.0,4.5,5.4,146,6,74.0,,,,,
FIAT,BRAVA JTD,GO,M 5,7.3,4.5,5.5,146,6,74.0,,,,,
FIAT,MAREA WEEKEND JTD,GO,M 5,7.2,4.5,5.5,146,6,81.0,,,,,
FIAT,MAREA WEEKEND JTD,GO,M 5,7.2,4.5,5.5,146,6,81.0,,,,,
MITSUBISHI,CARISMA 1.9DI-D (102ch),GO,M 5,7.3,4.5,5.5,146,6,75.0,,,,,
MITSUBISHI,CARISMA 1.9DI-D (115ch),GO,M 5,7.3,4.5,5.5,146,7,85.0,,,,,
MITSUBISHI,SPACE STAR 1.9DI-D,GO,M 5,7.2,4.6,5.5,146,6,75.0,,,,,
MITSUBISHI,SPACE STAR 1.9DI-D COMFORT,GO,M 5,7.2,4.6,5.5,146,6,75.0,,,,,
PEUGEOT,3063P 2.0HDi SPORT,GO,M 5,7.5,4.5,5.6,146,5,66.0,,,,,
PEUGEOT,3065P 2.0HDi SPORT,GO,M 5,7.5,4.5,5.6,146,5,66.0,,,,,
SEAT,LEON SPORT 1900 TDI (150ch),GO,M 6,7.2,4.4,5.4,146,8,110.0,,,,,
SEAT,TOLEDO TDI (150ch),GO,M 6,7.2,4.4,5.4,146,8,110.0,,,,,
SEAT,TOLEDO TDI (150ch),GO,M 6,7.2,4.4,5.4,146,8,110.0,,,,,
VOLKSWAGEN,BORA BREAK TDI (100ch),GO,M 5,6.9,4.5,5.4,146,6,74.0,,,,,
VOLKSWAGEN,BORA BREAK TDI (100ch),GO,M 5,7.0,4.4,5.4,146,6,74.0,,,,,
VOLKSWAGEN,BORA BREAK TDI (115ch),GO,M 6,7.1,4.5,5.4,146,7,85.0,,,,,
VOLKSWAGEN,BORA BREAK TDI (115ch),GO,M 6,7.1,4.5,5.4,146,7,85.0,,,,,
VOLKSWAGEN,BORA BREAK TDI (115ch),GO,M 6,7.1,4.5,5.4,146,7,85.0,,,,,
VOLKSWAGEN,BORA BREAK TDI (115ch),GO,M 6,7.1,4.5,5.4,146,7,85.0,,,,,
VOLKSWAGEN,BORA BREAK TDI (130ch),GO,M 6,7.1,4.5,5.4,146,7,96.0,,,,,
VOLKSWAGEN,BORA BREAK TDI (130ch),GO,M 6,7.1,4.5,5.4,146,7,96.0,,,,,
VOLKSWAGEN,BORA BREAK TDI (150ch),GO,M 6,7.2,4.4,5.4,146,8,110.0,,,,,
VOLKSWAGEN,BORA BREAK TDI (150ch),GO,M 6,7.2,4.4,5.4,146,8,110.0,,,,,
VOLKSWAGEN,BORA TDI (100ch),GO,M 5,7.0,4.4,5.4,146,6,74.0,,,,,
VOLKSWAGEN,BORA TDI (115ch),GO,M 6,7.1,4.5,5.4,146,7,85.0,,,,,
VOLKSWAGEN,BORA TDI (115ch),GO,M 6,7.1,4.5,5.4,146,7,85.0,,,,,
VOLKSWAGEN,BORA TDI (115ch),GO,M 6,7.1,4.5,5.4,146,7,85.0,,,,,
VOLKSWAGEN,BORA TDI (115ch),GO,M 6,7.1,4.5,5.4,146,7,85.0,,,,,
VOLKSWAGEN,BORA TDI (130ch),GO,M 6,7.1,4.5,5.4,146,7,96.0,,,,,
VOLKSWAGEN,BORA TDI (130ch),GO,M 6,7.1,4.5,5.4,146,7,96.0,,,,,
VOLKSWAGEN,BORA TDI (150ch),GO,M 6,7.2,4.4,5.4,146,8,110.0,,,,,
VOLKSWAGEN,BORA TDI (150ch),GO,M 6,7.2,4.4,5.4,146,8,110.0,,,,,
VOLKSWAGEN,GOLF BREAK SDI,GO,M 5,7.2,4.5,5.4,146,5,50.0,,,,,
VOLKSWAGEN,GOLF SPORT PLUS TDI (150ch),GO,M 6,7.2,4.4,5.4,146,8,110.0,,,,,
VOLKSWAGEN,GOLF SPORT PLUS TDI (150ch),GO,M 6,7.2,4.4,5.4,146,8,110.0,,,,,
VOLKSWAGEN,GOLF SPORT PLUS TDI (150ch),GO,M 6,7.2,4.4,5.4,146,8,110.0,,,,,
VOLKSWAGEN,GOLF SPORT PLUS TDI (150ch),GO,M 6,7.2,4.4,5.4,146,8,110.0,,,,,
VOLKSWAGEN,GOLF TDI (100ch),GO,M 5,7.0,4.4,5.4,146,6,74.0,,,,,
VOLKSWAGEN,GOLF TDI (100ch),GO,M 5,7.0,4.4,5.4,146,6,74.0,,,,,
VOLKSWAGEN,GOLF TDI (130ch),GO,M 6,7.1,4.5,5.4,146,7,96.0,,,,,
VOLKSWAGEN,GOLF TDI (130ch),GO,M 6,7.1,4.5,5.4,146,7,96.0,,,,,
VOLKSWAGEN,GOLF TDI (130ch),GO,M 6,7.1,4.5,5.4,146,7,96.0,,,,,
VOLKSWAGEN,GOLF TDI (130ch),GO,M 6,7.1,4.5,5.4,146,7,96.0,,,,,
VOLKSWAGEN,PASSAT TDI (100ch),GO,M 5,7.0,4.5,5.4,146,6,74.0,,,,,
VOLKSWAGEN,PASSAT TDI (100ch),GO,M 5,7.0,4.5,5.4,146,6,74.0,,,,,
CITROEN,C52.0HDi,GO,M 5,7.4,4.6,5.6,147,6,80.0,,,,,
CITROEN,XSARA PICASSO 2.0HDi,GO,M 5,7.0,4.6,5.5,147,5,66.0,,,,,
FORD,FOCUS 5P 1.8TDdi,GO,M 5,7.3,4.6,5.6,147,5,66.0,,,,,
FORD,FOCUS 5P 1.8TDdi,GO,M 5,7.3,4.6,5.6,147,7,85.0,,,,,
FORD,FOCUS BREAK 1.8TDdi,GO,M 5,7.3,4.6,5.6,147,5,66.0,,,,,
FORD,FOCUS BREAK 1.8TDdi,GO,M 5,7.3,4.6,5.6,147,5,66.0,,,,,
FORD,FOCUS BREAK 1.8TDdi,GO,M 5,7.3,4.6,5.6,147,7,85.0,,,,,
FORD,FOCUS COUPE 1.8TDdi,GO,M 5,7.3,4.6,5.6,147,5,66.0,,,,,
FORD,FOCUS COUPE 1.8TDdi,GO,M 5,7.3,4.6,5.6,147,7,85.0,,,,,
PEUGEOT,4062.0HDi (110ch),GO,M 5,7.5,4.5,5.6,147,6,80.0,,,,,
BMW,320d BERLINE,GO,M 5,7.6,4.4,5.5,148,8,110.0,,,,,
BMW,320d BERLINE BVA,GO,M 5,7.6,4.4,5.5,148,7,97.0,,,,,
BMW,320td COMPACT,GO,M 5,7.6,4.4,5.5,148,8,110.0,,,,,
BMW,320td COMPACT BVA,GO,M 5,7.6,4.4,5.5,148,7,97.0,,,,,
RENAULT,MEGANE BREAK 1.9dTi,GO,M 5,7.3,4.6,5.6,148,5,59.0,,,,,
AUDI,A41.9TDI (101ch),GO,M 5,7.1,4.6,5.5,149,6,74.0,,,,,
BMW,318d BERLINE,GO,M 5,7.4,4.5,5.6,149,7,85.0,,,,,
CITROEN,C5BREAK 2.0HDi,GO,M 5,7.6,4.6,5.7,149,6,80.0,,,,,
PEUGEOT,406BREAK 2.0HDi (110ch),GO,M 5,7.5,4.6,5.7,149,6,80.0,,,,,
PEUGEOT,406FAMILIALE 2.0HDi (110ch),GO,M 5,7.5,4.6,5.7,149,6,80.0,,,,,
VOLKSWAGEN,BORA BREAK TDI (100ch),GO,M 5,7.1,4.5,5.5,149,6,74.0,,,,,
VOLKSWAGEN,BORA BREAK TDI (130ch),GO,M 6,7.2,4.6,5.5,149,7,96.0,,,,,
VOLKSWAGEN,BORA BREAK TDI (130ch),GO,M 6,7.2,4.6,5.5,149,7,96.0,,,,,
VOLKSWAGEN,BORA BREAK TDI (150ch),GO,M 6,7.3,4.5,5.5,149,8,110.0,,,,,
VOLKSWAGEN,BORA BREAK TDI (150ch),GO,M 6,7.3,4.5,5.5,149,8,110.0,,,,,
VOLKSWAGEN,BORA TDI (130ch),GO,M 6,7.2,4.6,5.5,149,7,96.0,,,,,
VOLKSWAGEN,BORA TDI (130ch),GO,M 6,7.2,4.6,5.5,149,7,96.0,,,,,
VOLKSWAGEN,BORA TDI (150ch),GO,M 6,7.3,4.5,5.5,149,8,110.0,,,,,
VOLKSWAGEN,BORA TDI (150ch),GO,M 6,7.3,4.5,5.5,149,8,110.0,,,,,
VOLKSWAGEN,PASSAT BREAK TDI (100ch),GO,M 5,7.1,4.6,5.5,149,6,74.0,,,,,
VOLKSWAGEN,PASSAT BREAK TDI (100ch),GO,M 5,7.1,4.6,5.5,149,6,74.0,,,,,
VOLKSWAGEN,PASSAT TDI (100ch),GO,M 5,7.1,4.6,5.5,149,6,74.0,,,,,
VOLKSWAGEN,PASSAT TDI (100ch),GO,M 5,7.1,4.6,5.5,149,6,74.0,,,,,
VOLKSWAGEN,PASSAT TDI (130ch),GO,M 5,7.6,4.6,5.6,149,7,96.0,,,,,
VOLKSWAGEN,PASSAT TDI (130ch),GO,M 5,7.6,4.6,5.6,149,7,96.0,,,,,
VOLKSWAGEN,PASSAT TDI (130ch),GO,M 5,7.7,4.4,5.6,149,7,96.0,,,,,
VOLKSWAGEN,PASSAT TDI (130ch),GO,M 5,7.7,4.4,5.6,149,7,96.0,,,,,
FIAT,PUNTO 3P D 60,GO,M 5,7.2,4.8,5.7,150,4,44.0,,,,,
FIAT,PUNTO 3P D 60,GO,M 5,7.2,4.8,5.7,150,4,44.0,,,,,
FIAT,PUNTO 5P D 60,GO,M 5,7.2,4.8,5.7,150,4,44.0,,,,,
FIAT,PUNTO 5P D 60,GO,M 5,7.2,4.8,5.7,150,4,44.0,,,,,
MG,MGZR 3P DIESEL CD,GO,M 5,7.2,4.1,5.2,150,6,74.0,,,,,
MG,MGZR 3P DIESEL CG,GO,M 5,7.2,4.1,5.2,150,6,74.0,,,,,
MG,MGZR 5P DIESEL CD,GO,M 5,7.2,4.1,5.2,150,6,74.0,,,,,
MG,MGZR 5P DIESEL CG,GO,M 5,7.2,4.1,5.2,150,6,74.0,,,,,
MG,MGZS 5P DIESEL CD,GO,M 5,7.3,4.3,5.4,150,6,74.0,,,,,
MG,MGZS 5P DIESEL CG,GO,M 5,7.3,4.3,5.4,150,6,74.0,,,,,
PEUGEOT,4062.0HDi (90ch),GO,M 5,7.7,4.5,5.7,150,6,66.0,,,,,
RENAULT,LAGUNA 1.9dCi (120ch),GO,M 6,7.2,4.6,5.5,150,7,88.0,,,,,
RENAULT,LAGUNA ESTATE 1.9dCi (100ch),GO,M 5,7.2,4.7,5.6,150,6,74.0,,,,,
ROVER,ROVER 25 3P DIESEL CD,GO,M 5,7.2,4.1,5.2,150,6,74.0,,,,,
ROVER,ROVER 25 3P DIESEL CG,GO,M 5,7.2,4.1,5.2,150,6,74.0,,,,,
ROVER,ROVER 25 5P DIESEL CD,GO,M 5,7.2,4.1,5.2,150,6,74.0,,,,,
ROVER,ROVER 25 5P DIESEL CG,GO,M 5,7.2,4.1,5.2,150,6,74.0,,,,,
ROVER,ROVER 45 4P DIESEL CD,GO,M 5,7.3,4.3,5.4,150,6,74.0,,,,,
ROVER,ROVER 45 4P DIESEL CG,GO,M 5,7.3,4.3,5.4,150,6,74.0,,,,,
ROVER,ROVER 45 5P DIESEL CD,GO,M 5,7.3,4.3,5.4,150,6,74.0,,,,,
ROVER,ROVER 45 5P DIESEL CG,GO,M 5,7.3,4.3,5.4,150,6,74.0,,,,,
AUDI,A41.9TDI (130ch),GO,M 5,7.5,4.5,5.6,151,7,96.0,,,,,
VOLKSWAGEN,CADDY COMBI TDI (90ch) 5PL,GO,M 5,7.2,4.7,5.6,151,6,66.0,,,,,
VOLKSWAGEN,PASSAT BREAK TDI (100ch),GO,M 5,7.2,4.7,5.6,151,6,74.0,,,,,
VOLKSWAGEN,PASSAT BREAK TDI (100ch),GO,M 5,7.2,4.7,5.6,151,6,74.0,,,,,
VOLKSWAGEN,PASSAT TDI (130ch) BV6,GO,M 6,7.5,4.6,5.6,151,7,96.0,,,,,
VOLKSWAGEN,PASSAT TDI (130ch) BV6,GO,M 6,7.5,4.6,5.6,151,7,96.0,,,,,
BMW,320d BERLINE,GO,M 5,7.7,4.5,5.7,152,8,100.0,,,,,
BMW,320d BERLINE,GO,M 5,7.7,4.5,5.7,152,7,95.4,,,,,
CITROEN,C52.0HDi,GO,M 5,7.7,4.7,5.7,152,6,66.0,,,,,
RENAULT,LAGUNA 1.9dCi (110ch),GO,M 6,7.3,4.6,5.6,152,6,79.0,,,,,
RENAULT,LAGUNA ESTATE 1.9dCi (120ch),GO,M 6,7.2,4.8,5.6,152,7,88.0,,,,,
RENAULT,SCENIC 1.9dTi,GO,M 5,7.3,4.8,5.7,152,5,59.0,,,,,
VOLKSWAGEN,PASSAT BREAK TDI (130ch),GO,M 5,7.7,4.6,5.7,152,7,96.0,,,,,
VOLKSWAGEN,PASSAT BREAK TDI (130ch),GO,M 5,7.7,4.6,5.7,152,7,96.0,,,,,
VOLKSWAGEN,PASSAT TDI (130ch),GO,M 5,7.7,4.7,5.7,152,7,96.0,,,,,
VOLKSWAGEN,PASSAT TDI (130ch),GO,M 5,7.7,4.7,5.7,152,7,96.0,,,,,
VOLKSWAGEN,PASSAT TDI (130ch),GO,M 5,7.7,4.5,5.7,152,7,96.0,,,,,
VOLKSWAGEN,PASSAT TDI (130ch),GO,M 5,7.7,4.5,5.7,152,7,96.0,,,,,
BMW,320d TOURING,GO,M 5,7.8,4.5,5.7,153,8,110.0,,,,,
BMW,320d TOURING BVA,GO,M 5,7.8,4.5,5.7,153,8,97.0,,,,,
AUDI,A61.9TDI (130ch),GO,M 5,7.7,4.6,5.7,154,7,96.0,,,,,
AUDI,A61.9TDI (130ch),GO,M 5,7.7,4.6,5.7,154,7,96.0,,,,,
AUDI,A61.9TDI (130ch),GO,M 5,7.7,4.6,5.7,154,7,96.0,,,,,
CITROEN,XSARA 3P 2.0HDi BVA,GO,A 4,8.1,4.5,5.8,154,6,80.0,,,,,
CITROEN,XSARA 5P 2.0HDi BVA,GO,A 4,8.1,4.5,5.8,154,6,80.0,,,,,
MERCEDES-BENZ,A 160 CDI BVA,GO,A 5,7.7,4.6,5.7,154,5,55.0,,,,,
MG,MGZS 4P DIESEL CD,GO,M 5,7.1,4.3,5.4,154,6,74.0,,,,,
MG,MGZS 4P DIESEL CG,GO,M 5,7.1,4.3,5.4,154,6,74.0,,,,,
OPEL,ASTRA 3P 2.0DTI 16V CLIM,GO,M 5,7.6,4.6,5.7,154,6,74.0,,,,,
OPEL,ASTRA 5P 2.0DTI 16V CLIM,GO,M 5,7.6,4.6,5.7,154,6,74.0,,,,,
OPEL,VECTRA 4P 2.0DTI 16V,GO,M 5,7.7,4.5,5.7,154,6,74.0,,,,,
OPEL,VECTRA 5P 2.0DTI 16V,GO,M 5,7.7,4.5,5.7,154,6,74.0,,,,,
RENAULT,KANGOO 1.9dTi,GO,M 5,7.2,5.0,5.8,154,5,59.0,,,,,
RENAULT,LAGUNA ESTATE 1.9dCi (110ch),GO,M 6,7.3,4.8,5.7,154,6,79.0,,,,,
VOLKSWAGEN,CADDY COMBI TDI (90ch) 5PL,GO,M 5,7.3,4.8,5.7,154,6,66.0,,,,,
VOLKSWAGEN,PASSAT BREAK TDI (100ch),GO,M 5,7.3,4.8,5.7,154,6,74.0,,,,,
VOLKSWAGEN,PASSAT BREAK TDI (100ch),GO,M 5,7.3,4.8,5.7,154,6,74.0,,,,,
VOLKSWAGEN,PASSAT BREAK TDI (130ch),GO,M 5,7.7,4.7,5.8,154,7,96.0,,,,,
VOLKSWAGEN,PASSAT BREAK TDI (130ch),GO,M 5,7.7,4.7,5.8,154,7,96.0,,,,,
VOLKSWAGEN,PASSAT BREAK TDI (130ch),GO,M 5,7.7,4.8,5.8,154,7,96.0,,,,,
VOLKSWAGEN,PASSAT BREAK TDI (130ch),GO,M 5,7.8,4.8,5.8,154,7,96.0,,,,,
VOLKSWAGEN,PASSAT BREAK TDI (130ch),GO,M 5,7.7,4.8,5.8,154,7,96.0,,,,,
VOLKSWAGEN,PASSAT BREAK TDI (130ch),GO,M 5,7.8,4.8,5.8,154,7,96.0,,,,,
VOLKSWAGEN,PASSAT TDI (130ch),GO,M 5,7.8,4.8,5.8,154,7,96.0,,,,,
VOLKSWAGEN,PASSAT TDI (130ch),GO,M 5,7.8,4.8,5.8,154,7,96.0,,,,,
VOLKSWAGEN,PASSAT TDI (130ch),GO,M 5,7.8,4.8,5.8,154,7,96.0,,,,,
VOLKSWAGEN,PASSAT TDI (130ch),GO,M 5,7.8,4.8,5.8,154,7,96.0,,,,,
VOLKSWAGEN,PASSAT TDI (130ch) BV6,GO,M 6,7.6,4.7,5.7,154,7,96.0,,,,,
VOLKSWAGEN,PASSAT TDI (130ch) BV6,GO,M 6,7.6,4.7,5.7,154,7,96.0,,,,,
ALFA-ROMEO,1473P 1.9JTD,GO,M 5,7.8,4.7,5.8,155,7,85.0,,,,,
ALFA-ROMEO,1475P 1.9JTD,GO,M 5,7.8,4.7,5.8,155,7,85.0,,,,,
ALFA-ROMEO,1561.9JTD,GO,M 5,7.8,4.7,5.8,155,7,81.0,,,,,
ALFA-ROMEO,1561.9JTD,GO,M 5,7.8,4.7,5.8,155,7,85.0,,,,,
ALFA-ROMEO,1561.9JTD,GO,M 5,7.8,4.7,5.8,155,7,85.0,,,,,
BMW,318d TOURING,GO,M 5,7.5,4.9,5.8,155,7,85.0,,,,,
CITROEN,BERLINGO 2.0HDi,GO,M 5,7.5,5.0,5.9,155,6,66.0,,,,,
CITROEN,BERLINGO 2.0HDi,GO,M 5,7.5,5.0,5.9,155,6,66.0,,,,,
CITROEN,C5BREAK 2.0HDi,GO,M 5,7.7,4.8,5.9,155,6,66.0,,,,,
PEUGEOT,406BREAK 2.0HDi (90ch),GO,M 5,7.7,4.8,5.9,155,6,66.0,,,,,
PEUGEOT,406FAMILIALE 2.0HDi (90ch),GO,M 5,7.7,4.8,5.9,155,6,66.0,,,,,
PEUGEOT,PARTNER 2.0HDi,GO,M 5,7.5,5.0,5.9,155,6,66.0,,,,,
PEUGEOT,PARTNER USHUAIA 2.0HDi,GO,M 5,7.5,5.0,5.9,155,6,66.0,,,,,
BMW,320d TOURING,GO,M 5,7.8,4.7,5.9,156,8,100.0,,,,,
BMW,320d TOURING,GO,M 5,7.8,4.7,5.9,156,7,95.4,,,,,
BMW,520d BERLINE,GO,M 5,7.8,4.7,5.9,156,7,92.0,,,,,
CITROEN,XSARA BREAK 2.0HDi BVA,GO,A 4,8.2,4.6,5.9,156,6,80.0,,,,,
FORD,MONDEO 4P 2.0TDdi,GO,M 5,8.2,4.6,5.9,156,6,66.0,,,,,
FORD,MONDEO 4P 2.0TDdi,GO,M 5,8.2,4.6,5.9,156,6,66.0,,,,,
FORD,MONDEO 4P 2.0TDdi,GO,M 5,8.2,4.6,5.9,156,6,66.0,,,,,
FORD,MONDEO 4P 2.0TDdi,GO,M 5,8.2,4.6,5.9,156,6,66.0,,,,,
FORD,MONDEO 4P 2.0TDdi,GO,M 5,8.2,4.6,5.9,156,7,85.0,,,,,
FORD,MONDEO 4P 2.0TDdi,GO,M 5,8.2,4.6,5.9,156,7,85.0,,,,,
FORD,MONDEO 4P 2.0TDdi,GO,M 5,8.1,4.7,5.9,156,7,95.0,,,,,
FORD,MONDEO 4P 2.0TDdi,GO,M 5,8.1,4.7,5.9,156,7,95.0,,,,,
FORD,MONDEO 4P 2.0TDdi,GO,M 5,8.1,4.7,5.9,156,7,95.0,,,,,
FORD,MONDEO 4P 2.0TDdi,GO,M 5,8.1,4.7,5.9,156,7,95.0,,,,,
FORD,MONDEO 5P 2.0TDdi,GO,M 5,8.2,4.6,5.9,156,6,66.0,,,,,
FORD,MONDEO 5P 2.0TDdi,GO,M 5,8.2,4.6,5.9,156,6,66.0,,,,,
FORD,MONDEO 5P 2.0TDdi,GO,M 5,8.2,4.6,5.9,156,7,85.0,,,,,
FORD,MONDEO 5P 2.0TDdi,GO,M 5,8.2,4.6,5.9,156,7,85.0,,,,,
FORD,MONDEO 5P 2.0TDdi,GO,M 5,8.1,4.7,5.9,156,7,95.0,,,,,
FORD,MONDEO 5P 2.0TDdi,GO,M 5,8.1,4.7,5.9,156,7,95.0,,,,,
FORD,MONDEO 5P 2.0TDdi,GO,M 5,8.1,4.7,5.9,156,7,95.0,,,,,
FORD,MONDEO 5P 2.0TDdi,GO,M 5,8.1,4.7,5.9,156,7,95.0,,,,,
MERCEDES-BENZ,A 170 CDI BVA,GO,A 5,7.9,4.6,5.8,156,6,70.0,,,,,
MERCEDES-BENZ,A 170 CDI FAMILY BVA,GO,A 5,7.9,4.7,5.8,156,6,70.0,,,,,
TOYOTA,COROLLA 3P 2.0TD4D,GO,M 5,7.6,4.8,5.8,156,6,66.0,,,,,
TOYOTA,COROLLA 5P 2.0TD4D,GO,M 5,7.6,4.8,5.8,156,6,66.0,,,,,
AUDI,A6AVANT 1.9TDI (130ch),GO,M 5,7.8,4.7,5.8,157,8,96.0,,,,,
AUDI,A6AVANT 1.9TDI (130ch),GO,M 5,7.8,4.7,5.8,157,8,96.0,,,,,
LANCIA,LYBRA 1.9JTD,GO,M 5,8.1,4.7,5.9,157,7,85.0,,,,,
NISSAN,ALMERA 3P 2.2VDi,GO,M 5,7.9,4.7,5.9,157,7,81.0,,,,,
NISSAN,ALMERA 3P 2.2VDi,GO,M 5,7.9,4.7,5.9,157,7,81.0,,,,,
NISSAN,ALMERA 4P 2.2VDi,GO,M 5,7.9,4.7,5.9,157,7,81.0,,,,,
NISSAN,ALMERA 4P 2.2VDi,GO,M 5,7.9,4.7,5.9,157,7,81.0,,,,,
NISSAN,ALMERA 5P 2.2VDi,GO,M 5,7.9,4.7,5.9,157,7,81.0,,,,,
NISSAN,ALMERA 5P 2.2VDi,GO,M 5,7.9,4.7,5.9,157,7,81.0,,,,,
OPEL,VECTRA BREAK 2.0DTI 16V,GO,M 5,7.8,4.7,5.8,157,6,74.0,,,,,
RENAULT,SCENIC 1.9dCi,GO,M 5,7.7,4.9,5.9,157,6,75.0,,,,,
VOLKSWAGEN,PASSAT BREAK TDI (130ch),GO,M 5,7.8,4.8,5.9,157,8,96.0,,,,,
VOLKSWAGEN,PASSAT BREAK TDI (130ch),GO,M 5,7.8,4.8,5.9,157,8,96.0,,,,,
VOLKSWAGEN,PASSAT BREAK TDI (130ch),GO,M 5,7.9,4.9,5.9,157,8,96.0,,,,,
VOLKSWAGEN,PASSAT BREAK TDI (130ch),GO,M 5,7.9,4.9,5.9,157,8,96.0,,,,,
VOLKSWAGEN,PASSAT BREAK TDI (130ch) BV6,GO,M 6,7.5,4.8,5.8,157,8,96.0,,,,,
VOLKSWAGEN,PASSAT BREAK TDI (130ch) BV6,GO,M 6,7.5,4.8,5.8,157,8,96.0,,,,,
